SYMBOL	TE_1	TE_2	TE_3	TE_4	TE_5	TE_6
DDI2	-0.763137568130153	-1.08385541984685	-0.92372244834436	-1.16394733417646	-0.853150411427795	-1.00343891450421
SP3	-0.332610318955921	-1.40924837913192	-1.26533614884273	-1.31065244060117	-1.4617467454858	-1.46008087170525
FBXO10	-0.115923282700429	0.244506375937041	0.0200707098596254	0.16635864928281	0.139288344327686	0.161869990076948
NUFIP2	-0.327122223023745	-1.68298230172996	-1.39275205970617	-1.61013918211285	-1.12546074306164	-1.49015930392945
TRAPPC1	0.519511346107211	0.703546425410308	0.858181049730104	0.848160308225371	1.19302359985961	1.29985755161812
CRLS1	0.843047895155901	1.17477534625448	1.39450099453043	1.11287994053083	0.895659481079307	1.25410102397147
ANKRD28	0.216990622599366	-0.759200419913487	-0.999114681308132	-1.08187595964454	-1.06588263809054	-1.11546581760969
PDP2	-0.52241993686047	-0.291515377696975	0.0422835676005746	0.0604955117166218	-0.0270471560680521	0.0522694855178037
CEBPZ	-0.286741404665899	-1.31533855359335	-1.50175814883801	-1.09518529700881	-1.07845542704492	-1.14058725671297
SEPT10	0.278977368778835	-0.711034903134694	-0.0748442530104169	-0.193085955844964	-0.914169234879182	-0.310532982717985
TRP53I13	0.0566583272832012	0.567816948107248	0.773719405771541	0.882903267583595	0.974788161746295	0.995109313784321
DDX49	0.0866193257639528	0.666946713190091	0.268330293173769	0.58800645671331	0.742775725117217	0.748899517478857
QSOX1	0.0998074263203308	0.413758540147133	0.738087966852564	0.779983690623949	0.908701031421599	1.0989668422527
PJA2	-0.647286511491999	-1.72228714948252	-1.3694112422692	-1.39007194397893	-1.6488657356239	-1.77498417343385
TAPBP	-0.127036099381143	0.347848421663696	0.686582833368428	0.636035826563493	0.666704160663393	0.900005556302797
KLC1	0.627261800965555	0.304354006207806	0.381296273339276	0.219548169577475	0.129271679884798	0.490655506570643
WDR61	0.859305663683979	0.528165705219553	0.650143566900378	0.642732168032126	0.35016649456465	-0.0473685265971484
BCLAF1	0.110906114280473	-0.530939645314674	-0.750696982094795	-0.788136838574966	-0.854321260157463	-0.799346459556653
CREBBP	-0.910534527439315	-2.20335782969827	-1.7877772282502	-2.20855170619369	-2.62005615685659	-2.75101760084962
OTUD7B	-0.253844992139961	-0.423457872455109	-0.726847585941224	-0.886513884374318	-0.533748711111232	-1.06539673941676
URB2	-0.148926503674808	-0.285707538001049	-0.0422409393930962	-0.248279077337701	-0.467800045056438	-0.675832527683685
SAFB2	-0.368891672324228	-0.453849277964542	-0.546852242976506	-0.450136689992822	-0.14777708376459	-0.842696748370965
SEC23IP	-0.286642780380346	-0.476426139175427	-0.771332621526105	-0.419550530390875	-1.0754575183356	-0.773574315929351
ZC3H18	-0.139503032827612	-0.0939306755078182	-0.226271460580108	-0.239350636110323	-0.369691860408363	-0.944475479874889
NDUFS5	0.517337889878836	1.24576977264424	1.08822402878232	1.44112376138155	1.64405058503907	1.50231811736007
DKC1	0.118757822951355	-0.377261560994803	-0.0392416199915635	-0.0269158563300389	-0.441795367749635	-0.400026785104227
SMG1	-0.122463511384364	-1.34192327052839	-1.21771953558046	-1.42542062984072	-2.06452635331526	-1.94317919878462
RNF149	-0.0735910185337331	0.0814559484965552	0.320049888097023	0.247713167063823	-0.0330894134039149	0.0653985387609729
RMDN3	0.162186290985202	0.863400492163652	1.10597574721764	0.838580135371903	0.796293019828689	0.855753215791758
1190002N15RIK	-0.203478340813554	-0.145822995687002	-0.13894833090207	-0.205516814931741	-0.326503321529626	-0.138336600790721
PLEKHM2	-0.328087193278092	0.124720195488688	0.172687811720671	-0.139870092635292	-0.00612458708360161	-0.100704369591931
DNAJB14	0.259886131386901	0.493946639119382	0.495161242978609	0.806033796753379	0.844017450334254	0.423034235279506
TRADD	0.305440309538406	1.36518879960611	0.608215165643066	0.431284421779527	0.84470675475101	0.224674345095829
OSBP	-0.187099179837685	-0.471683370779606	-0.200689352770555	-0.192543437609769	-0.434759975518988	-0.301236866507933
CLN6	0.162784343052777	0.397803290970932	0.155211371211453	0.341941045445382	0.49232400520641	0.428054385957299
FAM8A1	0.00632086416670779	0.420298440568831	0.3824349387806	0.101403445010456	-0.149007800867706	0.163687265367596
ZNFX1	-0.312560146753497	-0.386544620387741	-0.219112972697478	-0.431136242614921	-0.429865528913194	-0.218512870050946
NCBP1	-0.0669555048269667	-0.619772088206788	-0.298542548675845	-0.419699206535866	-0.31702581036061	-0.498017602249052
USP30	0.114062235158986	0.795618977401674	0.589208040002577	0.589364772967576	0.864894903585259	1.03946989764329
RPUSD3	0.333473770331309	1.42547776925772	1.23837048537587	1.17081079364941	1.22311431416737	1.97578081515479
PDZD8	-0.407345355881868	-0.839833920765957	-0.369966925273995	-0.65679655630306	-0.634249672812187	-0.813626591831396
CLN5	-0.0738852072295395	0.474298156426919	0.0446309636890342	0.446467250194489	0.299255894778097	0.0983870621674138
MCU	-0.311015628302999	0.106688182188049	0.0500643847584035	0.240768831640585	0.237716446347075	0.108191868548344
FAM120A	-0.431916791751205	-1.16478297714333	-0.723592485200525	-1.01518466421424	-1.26455059045601	-1.37809322025394
SLC4A7	-0.0711608465906961	-0.704188680517622	-0.361572107202076	-0.173302590406213	-0.711944340664559	-0.109099771550336
PIP4P1	0.0581163035299788	0.678208759956201	0.571689721260152	0.47574737575996	0.213226881860605	0.390550267433159
5031439G07RIK	-0.122446703688097	0.681143896717752	0.38936219029349	0.305176231882267	0.560247704420395	0.1390455787166
KMT2D	-0.859724205161815	-1.42998244843988	-1.40869661253607	-1.99602299797342	-2.56453660389119	-2.68075702070816
SMIM26	0.857799947616377	2.11241692953173	1.6104169833843	1.75964288168034	1.85242757857268	1.80998393430254
ZFP217	-1.02358847913754	-1.09877465936579	-1.86213247850816	-1.90537038083104	-1.90735589390233	-1.66580584273089
GMPS	0.217681158576484	-0.722691713784254	-0.489829352921098	-0.733056037893062	-0.912064053904102	-0.743981829519299
NDUFB6	0.404949329686898	1.25339853675572	1.06442235442359	1.17157157966141	1.51378623390306	1.20013731166871
PDAP1	0.215921916706238	0.984035535491958	0.509793942388762	0.853421495095047	0.897006446157398	0.86152653056104
COG7	-0.0340284455106757	0.352706736155815	0.596912499777011	-0.206088080187148	-0.295037743617161	-0.261324371328661
TMEM185A	0.268622946907427	0.149631774982342	0.242630798234375	0.63345839676762	0.701005863399708	0.665722954005368
CDC42BPG	-0.133000817165793	-0.517793276380377	-0.526201268690467	-1.25830932108901	-0.970040360783253	-1.59844224908743
RALGAPA2	-0.127328100164748	-1.21890738676259	-0.652772842903961	-0.902602892744279	-1.24681862463367	-0.902909621988987
WASHC4	-0.0878312581460551	-1.25877081291708	-0.724695230857224	-1.17977386405245	-2.03981049517353	-1.19424056996545
FUBP3	-0.22608270143371	-0.626284816169374	-0.498510038261846	-0.147911598886435	-0.42889310558302	-0.693780729436478
DOCK1	-0.251884786075188	-1.20911177867553	-0.980383104518813	-0.956282165571043	-1.09847675808333	-1.31340895371283
THOC2	-0.237995119725021	-1.77435152271238	-1.27232808684203	-1.49304645754265	-1.92333981606551	-1.65189094913234
ALG10B	-0.348644722061706	-0.67253655407964	-0.325155740200466	-0.526463701922191	-0.440423052071546	-0.33644240006352
AP5B1	-0.387853769098115	0.29181963518735	-0.0503341344370837	-0.394088244244283	-0.0972158275191336	-0.0319948064194908
NOM1	-0.311690831546364	-0.920985638626128	-0.495377687614624	-0.562242659436395	-0.75241598622347	-1.01105524977297
IQGAP3	0.420887369787709	0.472940122877897	0.505393029761319	0.144156446182735	-0.33294472747759	0.00146101088150697
ZYG11B	-0.53749091779472	-1.21817732591884	-0.956029775364588	-1.11298813925789	-1.19395840501983	-0.894782675851168
PPP2R1B	-0.311699612645199	-0.723420332783428	-0.480359515842282	-0.578859190382241	-0.726757422864117	-0.58785280514265
AP2B1	-0.0720343080868723	-0.602956806267842	-0.499176604266527	-0.393009628060046	-1.09891779144615	-0.771697778168545
CCNE2	0.200741725018248	-1.25263748305054	-0.718734480094238	-0.65648028434959	-0.632003866409176	-0.864647397791715
PIEZO1	-0.21669350946897	-0.316637931227508	0.191948122500853	-0.248764441552318	-0.255564732339066	-0.415215432526536
SLC38A6	-0.0418198272552564	0.137533329298828	0.450416958583894	0.559797735693215	0.414754386864317	0.473394806250687
ADAM15	0.110091129645555	0.162454505142865	0.440870646427406	0.419633527309364	0.35831882818332	0.536605461393538
ARNT	-0.730457760830503	-1.11197676256138	-1.0613118646952	-1.06263249867862	-1.42014276816437	-0.958694402667346
CAPZB	0.0522801894337825	0.251159838913551	0.330570133192902	-0.07339582561883	0.0235006539283282	0.197115254895961
CNOT2	-0.13359862614286	-0.567958845141839	-0.692176090124504	-0.36570918659337	-0.855750957566437	-0.489387082071806
ATP11C	0.142359032868244	-0.485841370064832	0.190133294782295	-0.287181972228002	-0.753136261480959	-0.316382545870513
TCF25	0.342574547294393	0.365764932066649	0.34382903794492	0.272810000147424	0.486589792714104	0.549237422533459
CCDC107	0.369535786228942	1.35222715010865	0.950204716113344	1.12263956356775	1.17003324605177	1.47029475843147
DHRS4	0.0588753062060198	0.862953638324093	0.524299600694397	0.763786133075931	0.936558038487453	0.244761499306536
DUSP22	0.253783813518397	0.703499405035894	0.660053867011091	0.693994290722434	0.403947070102783	0.872143173333487
DBI	0.663922653369819	1.29988218328615	1.14218905405782	1.29992401116456	1.22559546526186	1.23782298492806
GRK6	0.347663518593278	0.712976320768265	0.447465574966409	0.0719830128976547	0.813564872791061	0.443810526037227
CTSA	0.326599349651738	0.677556089262755	0.946736108545567	0.874100829489476	1.02664482512878	1.10156155514724
RBMS2	-0.0766755304895826	-0.824883970628042	-0.578590531118875	-0.635842418765098	-0.391660845609018	-0.276507711280498
SEH1L	-0.224710049546022	-0.517344367679608	-0.536855927658926	-0.531603648662222	-0.568050452538681	-0.839562090250924
SEL1L	-0.26421816307192	-0.360313972684238	-0.267134544393977	-0.203439698791882	-0.329634051181967	-0.291075821538031
ELOVL1	0.5909681733968	0.777655271390376	0.99847014015612	0.862864369655854	0.9889867220323	1.24409922024139
CEP350	-0.456541780929239	-1.5413517518173	-1.30794707600911	-1.3550308442088	-1.9432165016968	-1.53982521190792
AIFM2	0.247336723543247	0.904406772225352	0.881592866705504	0.952870089626056	1.09497774776342	0.917866567322596
NOLC1	0.175091016549846	0.309096592643582	0.285121397129705	0.188011230410756	0.435220157896691	-0.0622540369182724
TCERG1	-0.237199452258904	-1.24046858726743	-0.595450013948621	-0.758148261284612	-0.921821658829118	-1.33938750275638
TMCO1	0.436226650987069	0.763926967424554	0.719209381789912	0.467009111779703	0.501253604487199	0.241594969676774
PNKD	-0.350759674055284	-0.42010231495168	-0.0478681480992103	0.222288461960487	0.204029132339054	0.0566545270063571
RRN3	0.044834707249899	-0.0412540221745806	0.182016955085561	-0.147549853896416	-0.00103359420351155	-0.180670474446798
LEO1	0.0624954136440464	-0.209027633226116	-0.0845347038222162	0.317305295138157	-0.0248244622115927	-0.780204055169109
PSTK	0.720825133346922	0.831778223917816	0.894024185658524	1.07503281810505	0.935728120087644	1.24799933579216
PIGL	0.200305265465584	0.882613274881768	0.775469888432506	0.601420185356756	0.620209990682711	0.72527547217992
MYO6	-0.593161948176913	-0.949280111490774	-1.07039607906888	-1.00592702175473	-1.61863820248905	-0.976036295258953
EDEM3	-0.0970488714185419	-0.465603657205335	-0.137992618278634	-0.188256267640337	-0.553663001584406	-0.395997858147233
TMEM120B	0.34700853923336	0.710620356016007	0.763924880927446	0.817395147245841	0.795266163545779	1.47038667819038
ASXL1	-0.610759399361072	-0.882186890798851	-1.31241422889195	-1.33592339016389	-1.19942854646503	-1.18384505639714
AAK1	-0.772666700606564	-2.2652393013269	-2.11958718028975	-1.83631430116495	-1.75258916517054	-1.692240719313
RAP1GDS1	-0.26103247361337	-1.19800192501435	-0.916322204823236	-0.808587721607074	-1.14913826355002	-1.16225053513156
UNG	0.324548967183683	0.679636103114895	0.967852234933005	0.788375979013609	1.23424479794798	0.718847955799113
PEX10	0.450395211572846	0.979055810806956	1.17995123043972	1.08798456196932	1.06048968639387	1.52611982761995
KNTC1	0.0259758334935378	-1.15228264803045	-0.718816036087135	-0.800010711550017	-1.36663386519474	-1.53647207109198
ZHX1	0.15176209994012	-0.673054596621309	-0.698424361703034	-1.05905567521105	-1.83064698100111	-1.08229649476001
AKAP1	0.298536034233816	0.866563197763279	0.939431416735316	0.75489735255253	0.867459356711945	0.612440125903749
APAF1	-0.16084517645884	-0.741288701722236	-0.98166370149412	-1.2175280989901	-1.74956099059294	-1.32916882989959
ILF3	-0.665474331367471	-0.387134410760173	-0.960410538298434	-0.583959978059396	-0.132778626022684	-0.830249051477661
ZFX	0.0177822943230417	-0.631790283254573	-0.542999899922892	-0.877039838105187	-0.915403322606174	-0.941536573505209
FKBP15	-0.0496577078198718	0.0746678287667139	-0.078288446749318	-0.186090604077507	0.113419691293777	-0.346514104092911
MORC3	0.122471781021974	-1.03848269086388	-0.931511878097375	-0.989672984479989	-1.3325462121702	-0.896624325789971
ZZEF1	-0.427258870067852	-0.709732938726613	-0.572325219244291	-0.58943348025169	-0.74820290505217	-0.870715641389197
RBM15	-0.809200388422091	-1.63501034583277	-1.55726561638619	-1.95867969756526	-1.39838175568584	-1.89283979385874
TTC21B	0.0660825530360726	-0.383042002263044	-0.534279039520056	-0.913203799063841	-0.405672305505159	-1.04287095530833
HNRNPAB	0.380360277849646	0.6989639567955	0.603380694359808	0.878646864351154	1.12314114285592	0.259931867557237
GYPC	0.366423361259239	0.40035508839406	0.438726154604495	0.475056570767628	0.485312122627556	0.0424881478610358
MED14	0.00215855283785406	-1.06719366549025	-0.864864678358208	-1.08002632525157	-0.984522122341557	-1.30122137258953
ABI1	-0.011635416029327	-0.0047955512023991	-0.444168713301146	0.00950479825868095	-0.710536273606174	-0.2862733999763
HNRNPD	-0.534351901995599	-1.29725779052092	-0.755778673125227	-0.335138853323272	-0.467425212738195	-1.09082555151629
PTBP1	-0.252786253767745	-0.438236333296974	-0.322996246542942	-0.120559236669538	0.000956125106458856	-0.247760466733651
TSC22D3	0.393309552378618	0.859255849477144	0.78523558026369	0.654648893325961	0.851543352415054	0.900301563637749
PIK3R1	-0.462475800210929	-1.13115395400916	-1.27676187026471	-1.20316256914631	-1.23214465425144	-1.03457594308931
URGCP	0.0245989022058668	0.246776563285019	0.12343835030079	0.205408321200391	0.115323882340504	0.262832299333648
DYSF	-0.451546244148719	-0.228077465839897	-0.377255325231766	-0.510524134632365	-0.159118485271029	-0.140897598509072
STAG2	0.20406217588037	-1.39433964844077	-0.431082819763864	-0.776891644459893	-2.07833359623798	-1.21707937302298
SRSF1	-0.425261456760068	-0.260861889814991	-0.755066455079038	-0.0286973588288389	-0.263000764286256	-0.772364549175306
TMEM134	0.977680685710666	1.55578897220876	1.44242190491886	1.1545887937143	1.42983143896401	1.67838992308075
GLYR1	-0.290277376558759	-0.30954819275756	-0.20058514083275	-0.407133743451637	0.0201857034107313	-0.440121866720865
TCF7L1	-0.292472097520686	-0.909725780332225	-0.871409262911006	-1.30366015422157	-1.15263261596726	-1.36328110965319
GAS2L3	0.228267062840362	-0.903057423047939	-1.06104236486894	-1.14979856309075	-1.22554978928144	-1.19327858154795
REPIN1	-0.113763492494568	0.413131732754182	0.597815699147767	0.227981449708482	0.546726675623071	0.409020737572644
MED1	-0.818469364675584	-1.35203213703077	-1.48491139358008	-1.5599430339015	-1.84999649110388	-1.88141134091869
CLTA	0.727695170852053	1.00844445567228	0.684456864798535	1.04136440565288	1.20354226182073	0.761447110976318
BTAF1	0.0192396069139896	-1.4398045252878	-1.23074882357462	-1.33060811351851	-1.77096448062711	-1.97097458136642
GTF2I	-0.529486075397392	-1.18454755836055	-0.957925260288626	-0.876683219538151	-0.734749591389378	-0.654894490158517
MYO1C	-0.258383215035262	-0.320159950035414	-0.390323052496188	-0.461893896855608	-0.224303044644188	-0.349164452746328
G3BP2	-0.18449911049553	-0.902211974629874	-0.706226288673369	-0.51922885773008	-0.203520503833595	-0.615888153715923
ARID1A	-1.24807258086351	-2.27159079506414	-2.12064108989743	-2.12068890754138	-2.44543807891297	-2.530034493008
MED13	-0.141107106500521	-1.23212516474367	-1.18239149193085	-1.33874457292791	-1.86186876301872	-1.4040004555983
DDX23	-0.0798037836847402	-0.129114366779691	-0.185457686195057	0.0217485298019576	0.345801205100302	0.253615080196422
TRMT2A	-0.0895428115490209	0.00664074080184185	-0.111131583736927	-0.691012000406537	0.173883201787703	-0.236635486359203
BRCA2	0.285522289535383	-0.566649059834652	-0.842751142895317	-0.92603333608533	-1.41764582498358	-1.28241061172693
NAV3	-0.589228573243773	-0.98659836629308	-1.11623481482396	-1.23337114609814	-1.32215818784245	-1.13469810081294
PTPN23	-0.770370048337325	-1.42484539910146	-0.93346203245823	-0.938068525356011	-1.60745369326075	-1.1547114374245
KMT2A	-0.661626562554454	-1.30523422060411	-1.42416423740041	-1.77980143375907	-1.82934017736092	-1.7765965440865
QRSL1	0.173216015939502	0.993378536963706	1.10525378119917	1.0056874356129	1.19086487895897	0.987021104074307
XPOT	-0.106463344833829	-0.945661997980738	-0.836097985270756	-0.90525962720161	-1.07089202162209	-1.35356568871925
CDK13	-0.351378313757707	-1.43950612599629	-1.3186308715819	-1.89299674243771	-1.83063225187047	-2.00789961981282
MCUR1	-0.0283611894103042	0.445582183333759	0.511587231267206	0.432749013200031	0.342433977651503	0.430948264566769
LTN1	-0.553457420608366	-1.6953854459531	-1.37948525028389	-1.35173317709329	-1.8125902767979	-1.62253752903386
PHF3	-0.288604124165249	-1.86468140866878	-1.57584335013654	-1.57735773506595	-1.97500141486736	-1.84911459445326
GLS	-0.035103770074196	-0.381864066590278	0.131700198212944	-0.163469192972278	0.100736457989705	-0.171944425785413
TAF4	-0.764543918487739	-1.7003570395047	-1.64740962245251	-1.88675189694286	-2.10407755457209	-2.33131959827503
ARFIP1	-0.0647698107303876	-1.01505808854958	-0.632623126000573	-0.798024923744606	-1.40090175214209	-0.665874044468436
LAMTOR4	0.364237248362455	0.996844709127291	0.871832120644786	1.4304410094132	1.48084110820674	1.14726926958256
LMTK2	0.0547848310813857	0.0382672916414665	0.391070134744648	0.0940184687327218	-0.0326069158106832	-0.275168774653645
IPO8	0.191415505790452	-0.996625488184248	-0.532553091407589	-0.870184803641037	-0.959441304427925	-1.29751507619281
MKI67	-0.147659434428784	-1.64131704280681	-1.33512630220169	-1.41541448694938	-1.88052016199109	-1.3152667826895
PHRF1	-0.106024633891351	0.37972420187064	0.0551626153062158	-0.519701970152851	-0.17270861275148	-0.64059441235584
MTR	-0.44571053924535	-0.631410393818377	-0.82902210004533	-0.83519165676725	-0.889487600103181	-0.423680291526212
DHTKD1	-0.201826612497537	0.145511827119046	0.60172594494578	0.559844219396137	0.405216745764466	0.390428856649344
KAT6A	-0.361855585889141	-1.43088740001086	-1.27037173304911	-1.61079902134912	-1.6673364244518	-1.92642386261955
NPAT	0.289645955660738	-1.20223473756089	-0.628859040705951	-1.0536627842652	-1.20247757074655	-1.25408994962225
CLUH	-0.455171628703013	-0.76178398969574	-0.740790751730394	-0.899225106052417	-0.466512841219369	-0.885300542704338
CHSY1	-0.405593996323465	0.0906469737459665	0.268169342493784	-0.223525934369016	-0.875903334365067	-0.404334261723901
KIF13B	-0.413290235309403	-0.328925227485456	-0.417924801134603	-0.7339089368373	-0.41550831309898	-0.429901003042426
HEATR5B	-0.216868977721243	-0.563937301402871	-0.386978546945999	-0.3327460912659	-0.614515586939406	-0.564870161204084
MAIP1	0.585143692063013	0.968815445597777	1.41594969305038	1.28953964950822	1.4393902889973	1.14339727718469
VIRMA	-0.397511427229588	-1.20495638225093	-1.17392563882646	-0.871671217708751	-1.49661912787265	-1.55347834059582
FOCAD	-0.0257886515277251	-0.145982161806116	-0.0263752963193311	-0.173681758280561	-0.596930033743971	-0.236982485854412
FLNC	-0.86422210652184	-1.2591475970592	-1.19282853104305	-1.06067627554792	-1.40010358761457	-0.662503988407179
EXOSC7	0.384666307411909	0.844077157695484	0.595368573401137	0.730201666412214	1.25234407090076	0.46666898441817
LEMD3	-0.363827449778519	-0.406071394359003	-0.393094736141201	-0.137075828028795	-0.266596525338563	-0.347149097686035
HNRNPUL2	-0.663432616939878	-0.805442935729307	-0.915902468163506	-0.80311427271446	-0.883147717374246	-1.23889907442458
DPY19L4	-0.111620965656367	-0.613734639606482	-0.358889148521386	-0.280227463283202	-0.631296257223343	-0.370879506724034
SBNO1	-0.19906193737727	-1.46860083157548	-0.933099995285206	-1.40211176128199	-1.63953403687493	-1.47105052210282
MRPL44	0.532869159416831	1.08012633868933	0.607184844897048	0.835703918615933	0.961067852046759	1.22546207093905
IRS2	-0.493170771339966	-1.14710018778101	-1.30296353497245	-1.16694330595625	-1.31539744682111	-1.48535600746324
ERMP1	-0.0561942564869752	-0.176871321384048	0.146825722586026	0.204048381624807	0.204056694371213	0.294581910861747
PHIP	-0.287754208647441	-1.05887682631938	-1.16512338899762	-1.03222903550869	-1.25238184361787	-1.08721909851475
HCFC2	-0.0210352014190158	-0.857998009938452	-0.638142744020067	-1.03795914665413	-1.08450571859081	-0.534319330462194
SLF2	0.0646207410053991	-0.663864682011191	-0.533527242864338	-0.225213512961452	-1.0573343754391	-0.366001865533345
TSC22D2	-0.690048464381949	-1.59951189193502	-1.12247610705159	-1.48922849888482	-2.1049779896753	-2.15200833163335
RIPOR1	-0.758010678605561	-1.72748490565366	-1.19400839785904	-1.48318713810896	-1.67459919959192	-1.80488371990664
TLN2	0.0945142167213516	0.258945994660966	-0.167009562040526	-0.727005857314333	-0.236420628990405	-0.974189878830488
POLR3A	-0.146287235942597	-0.363304856330731	-0.405124006742939	-0.108665408160259	-0.0591402623657431	0.344997180904041
VCAN	0.577671301543978	-0.315411169940959	0.249862618629633	0.254023528369451	-0.441674069479805	-0.352284497930805
PBRM1	-0.514516340063539	-2.21506377600644	-1.77935021291351	-1.7660784068671	-1.97185388156007	-1.92418030043211
